Name,NormalizedName,LandLag,LCanceledLandLag,LandingFallSpecialLag,TotalFrames,IASA,AutoCancelBefore,AutoCancelAfter,Start,End,Type,Notes,Percent,CharacterId,Source,GifUrl,WebmUrl,PngUrl,IsInterpolated,Id
Up throw,uthrow,,,,38,,,,18,24,Throw,,,0,http://meleeframedata.com/,,,,False,1221
Dashattack,dattack,,,,39,36,,,4,17,Grounded,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/fox/dattack.gif,https://i.fightcore.gg/beta/fox/dattack.webm,https://i.fightcore.gg/png/fox/dattack.png,False,1222
Forward Tilt,ftilt,,,,26,,,,5,8,Tilt,all angles have the same stats,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/fox/ftilt.gif,https://i.fightcore.gg/beta/fox/ftilt.webm,https://i.fightcore.gg/png/fox/ftilt.png,False,1223
Up Tilt,utilt,,,,23,23,,,5,11,Tilt,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/fox/utilt.gif,https://i.fightcore.gg/beta/fox/utilt.webm,https://i.fightcore.gg/png/fox/utilt.png,False,1224
Down Tilt,dtilt,,,,29,28,,,7,9,Tilt,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/fox/dtilt.gif,https://i.fightcore.gg/beta/fox/dtilt.webm,https://i.fightcore.gg/png/fox/dtilt.png,False,1225
Forward Smash,fsmash,,,,39,,,,12,22,Grounded,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/fox/fsmash.gif,https://i.fightcore.gg/beta/fox/fsmash.webm,https://i.fightcore.gg/png/fox/fsmash.png,False,1226
Up Smash,usmash,,,,41,,,,7,17,Grounded,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/fox/usmash.gif,https://i.fightcore.gg/beta/fox/usmash.webm,https://i.fightcore.gg/png/fox/usmash.png,False,1227
Down Smash,dsmash,,,,49,46,,,6,10,Grounded,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/fox/dsmash.gif,https://i.fightcore.gg/beta/fox/dsmash.webm,https://i.fightcore.gg/png/fox/dsmash.png,False,1228
Neutral Air,nair,15,7,,49,42,4,36,4,31,Air,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/fox/nair.gif,https://i.fightcore.gg/beta/fox/nair.webm,https://i.fightcore.gg/png/fox/nair.png,False,1229
Forward Air,fair,22,11,,59,53,6,48,6,45,Air,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/fox/fair.gif,https://i.fightcore.gg/beta/fox/fair.webm,https://i.fightcore.gg/png/fox/fair.png,False,1230
Back Air,bair,20,10,,39,38,4,22,4,19,Air,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/fox/bair.gif,https://i.fightcore.gg/beta/fox/bair.webm,https://i.fightcore.gg/png/fox/bair.png,False,1231
Up Air,uair,18,9,,39,,8,25,8,14,Air,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/fox/uair.gif,https://i.fightcore.gg/beta/fox/uair.webm,https://i.fightcore.gg/png/fox/uair.png,False,1232
Down Air,dair,18,9,,49,,5,33,5,27,Air,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/fox/dair.gif,https://i.fightcore.gg/beta/fox/dair.webm,https://i.fightcore.gg/png/fox/dair.png,False,1233
Edge attack,edge,,,,0,,,,,,EdgeAttack,,,0,http://meleeframedata.com/,,,,False,1235
Pummel,pummel,,,,0,,,,,,Throw,,,0,http://meleeframedata.com/,,,,False,1236
Forward throw,fthrow,,,,33,,,,10,10,Throw,,,0,http://meleeframedata.com/,,,,False,1237
Back throw,bthrow,,,,38,,,,15,21,Throw,,,0,http://meleeframedata.com/,,,,False,1238
Down throw,dthrow,,,,43,,,,23,31,Throw,,,0,http://meleeframedata.com/,,,,False,1239
Fox Illusion,sideb,,,,63,,,,22,25,Special,"shorten frames: 20-21 for shortest, 22 for middle, 23 for longest. can grab edge frame 29",,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/fox/sideb.gif,https://i.fightcore.gg/beta/fox/sideb.webm,https://i.fightcore.gg/png/fox/sideb.png,False,1283
Reflector,downb,,,,3,,,,1,1,Special,"able to be jump cancelled frames 4-21. reflects frames 4 to release+1. when landed, fox is in 5 frames of hitlag. normally has 19 frames endlag",,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/fox/downb.gif,https://i.fightcore.gg/beta/fox/downb.webm,https://i.fightcore.gg/png/fox/downb.png,False,1284
Blaster,neutralb,,,,36,,,,10,44,Special,repeating shots come out every 10 frames. lasers last 34 frames,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/fox/neutralb.gif,https://i.fightcore.gg/beta/fox/neutralb.webm,https://i.fightcore.gg/png/fox/neutralb.png,False,1324
Fire Fox,upb,6,,,92,,,,20,72,Special,"7 hits frames 20-32 of 2% each, then strong hit frames 43-72. direction based on aim at frame 42. can grab edge before moving as early as frame 16. can grab edge after moving once hitbox is inactive. 3 frames LFS lag",,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/fox/upb.gif,https://i.fightcore.gg/beta/fox/upb.webm,https://i.fightcore.gg/png/fox/upb.png,False,1343
Roll backwards,rollbackwards,,,,31,,,,4,19,Dodge,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/fox/rollbackwards.gif,https://i.fightcore.gg/beta/fox/rollbackwards.webm,https://i.fightcore.gg/png/fox/rollbackwards.png,False,1459
Roll forwards,rollforward,,,,31,,,,4,19,Dodge,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/fox/rollforward.gif,https://i.fightcore.gg/beta/fox/rollforward.webm,https://i.fightcore.gg/png/fox/rollforward.png,False,1460
Spotdodge,spotdodge,,,,22,,,,2,15,Dodge,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/fox/spotdodge.gif,https://i.fightcore.gg/beta/fox/spotdodge.webm,https://i.fightcore.gg/png/fox/spotdodge.png,False,1461
Airdodge,airdodge,,,,49,,,,0,,Dodge,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/fox/airdodge.gif,https://i.fightcore.gg/beta/fox/airdodge.webm,https://i.fightcore.gg/png/fox/airdodge.png,False,1462
Jab 1,jab1,,,,17,16,,,2,3,Grounded,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/fox/jab1.gif,https://i.fightcore.gg/beta/fox/jab1.webm,https://i.fightcore.gg/png/fox/jab1.png,False,1481
Jab 2,jab2,,,,19,18,,,2,3,Grounded,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/fox/jab2.gif,https://i.fightcore.gg/beta/fox/jab2.webm,https://i.fightcore.gg/png/fox/jab2.png,False,1482
