Name,NormalizedName,LandLag,LCanceledLandLag,TotalFrames,IASA,AutoCancelBefore,AutoCancelAfter,Start,End,Type,Notes,Percent,CharacterId,Source,Id
Forward throw,fthrow,,,52,,,,0,0,Throw,,,0,http://meleeframedata.com/,699
Back throw,bthrow,,,52,,,,0,0,Throw,,,0,http://meleeframedata.com/,700
Up throw,uthrow,,,55,,,,0,0,Throw,,,0,http://meleeframedata.com/,701
Down throw,dthrow,,,49,,,,10,33,Throw,,,0,http://meleeframedata.com/,702
Pummel,pummel,,,0,,,,,,Unknown,,,0,http://meleeframedata.com/,706
Edge attack,edge,,,0,,,,,,Unknown,,,0,http://meleeframedata.com/,716
Down Air,dair,28,14,59,,20,28,20,28,Air,,,0,http://meleeframedata.com/,718
PK Thunder,upb,30,,193,,,,19,139,Special,"frame data refers to maxmimum time thunder can be active. 54 frames endlag once thunder is gone if it didnt hit ness. if it did, ness hitbox active frames 1-36, 70 total frames, strong hit active frames 1-12. ",,0,http://meleeframedata.com/,719
PK Flash,neutralb,,,109,,,,64,77,Special,"minimum total is 109 frames, maximum is 217. damage increases based on charge time",,0,http://meleeframedata.com/,720
PK Fire,sideb,,,69,,,,20,40,Special,burning hits last 100 frames,,0,http://meleeframedata.com/,721
Dashattack,dattack,,,41,40,,,8,22,Grounded,"3 hitboxes, strong one at frame 8, weak ones at frame 15 and 22",,0,http://meleeframedata.com/,723
Forward Tilt,ftilt,,,34,,,,7,11,Tilt,,,0,http://meleeframedata.com/,724
Up Tilt,utilt,,,39,32,,,5,9,Tilt,,,0,http://meleeframedata.com/,725
Down Tilt,dtilt,,,13,,,,3,5,Tilt,,,0,http://meleeframedata.com/,726
Forward Smash,fsmash,,,49,,,,16,17,Grounded,,,0,http://meleeframedata.com/,727
usmash_charge,usmash_charge,,,0,,,,,,Unknown,,,0,http://meleeframedata.com/,728
Up Smash,usmash,,,49,49,,,12,31,Grounded,weak hit frames 15-31,,0,http://meleeframedata.com/,729
dsmash_charge,dsmash_charge,,,0,,,,,,Unknown,,,0,http://meleeframedata.com/,730
Down Smash,dsmash,,,61,59,,,12,31,Grounded,"weak hit frames 13-31, can also do 7% damage",,0,http://meleeframedata.com/,731
Neutral Air,nair,22,11,39,,5,26,5,23,Air,weak hit frames 13-23,,0,http://meleeframedata.com/,732
Forward Air,fair,18,9,41,40,8,29,8,24,Air,"5 weak hits (can also do 3% damage) frames 8-10, 11-13, 14-16, 17-19, and 20-22. Strong hit frames 23-24",,0,http://meleeframedata.com/,733
