Name,NormalizedName,LandLag,LCanceledLandLag,LandingFallSpecialLag,TotalFrames,IASA,AutoCancelBefore,AutoCancelAfter,Start,End,Type,Notes,Percent,CharacterId,Source,GifUrl,WebmUrl,PngUrl,IsInterpolated,Id
Chain,sideb,,,,75,,,,22,65,Special,"comes out frame 22, fully extended frame 34, can retract as early as frame 44, pull hitbox frames 19-31 with 10 frames endlag",,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/sideb.gif,https://i.fightcore.gg/beta/sheik/sideb.webm,https://i.fightcore.gg/png/sheik/sideb.png,False,1119
Needle Storm,neutralb,,,,40,,,,4,19,Special,data refers to fully charged needles. 6 needles total,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/neutralb.gif,https://i.fightcore.gg/beta/sheik/neutralb.webm,https://i.fightcore.gg/png/sheik/neutralb.png,False,1120
Vanish,upb,30,,,94,,,,36,42,Special,invulnerable frames 18-55. choose direction at frame 35,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/upb.gif,https://i.fightcore.gg/beta/sheik/upb.webm,https://i.fightcore.gg/png/sheik/upb.png,False,1121
Dashattack,dattack,,,,37,36,,,6,12,Grounded,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/dattack.gif,https://i.fightcore.gg/beta/sheik/dattack.webm,https://i.fightcore.gg/png/sheik/dattack.png,False,1123
Forward Tilt,ftilt,,,,29,27,,,5,10,Tilt,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/ftilt.gif,https://i.fightcore.gg/beta/sheik/ftilt.webm,https://i.fightcore.gg/png/sheik/ftilt.png,False,1124
Up Tilt,utilt,,,,33,26,,,5,24,Tilt,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/utilt.gif,https://i.fightcore.gg/beta/sheik/utilt.webm,https://i.fightcore.gg/png/sheik/utilt.png,False,1125
Down Tilt,dtilt,,,,29,28,,,5,8,Tilt,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/dtilt.gif,https://i.fightcore.gg/beta/sheik/dtilt.webm,https://i.fightcore.gg/png/sheik/dtilt.png,False,1126
Forward Smash,fsmash,,,,50,46,,,12,29,Grounded,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/fsmash.gif,https://i.fightcore.gg/beta/sheik/fsmash.webm,https://i.fightcore.gg/png/sheik/fsmash.png,False,1127
Up Smash,usmash,,,,47,40,,,12,16,Grounded,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/usmash.gif,https://i.fightcore.gg/beta/sheik/usmash.webm,https://i.fightcore.gg/png/sheik/usmash.png,False,1128
Down Smash,dsmash,,,,49,46,,,5,24,Grounded,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/dsmash.gif,https://i.fightcore.gg/beta/sheik/dsmash.webm,https://i.fightcore.gg/png/sheik/dsmash.png,False,1129
